well,depth,temperature,temperature_unc_1sigma,data_type
AST-02,25.6,11.75,0.1,continuous log
AST-02,25.8,11.76,0.1,continuous log
AST-02,26,11.77,0.1,continuous log
AST-02,26.2,11.78,0.1,continuous log
AST-02,26.4,11.79,0.1,continuous log
AST-02,26.6,11.8,0.1,continuous log
AST-02,26.8,11.81,0.1,continuous log
AST-02,27,11.82,0.1,continuous log
AST-02,27.2,11.83,0.1,continuous log
AST-02,27.4,11.84,0.1,continuous log
AST-02,27.6,11.85,0.1,continuous log
AST-02,27.8,11.86,0.1,continuous log
AST-02,28,11.87,0.1,continuous log
AST-02,28.2,11.88,0.1,continuous log
AST-02,28.4,11.89,0.1,continuous log
AST-02,28.6,11.9,0.1,continuous log
AST-02,28.8,11.91,0.1,continuous log
AST-02,29,11.92,0.1,continuous log
AST-02,29.2,11.93,0.1,continuous log
AST-02,29.4,11.94,0.1,continuous log
AST-02,29.6,11.95,0.1,continuous log
AST-02,29.8,11.96,0.1,continuous log
AST-02,30,11.97,0.1,continuous log
AST-02,30.2,11.98,0.1,continuous log
AST-02,30.4,11.99,0.1,continuous log
AST-02,30.6,12,0.1,continuous log
AST-02,30.8,12.01,0.1,continuous log
AST-02,31,12.02,0.1,continuous log
AST-02,31.2,12.03,0.1,continuous log
AST-02,31.4,12.04,0.1,continuous log
AST-02,31.6,12.05,0.1,continuous log
AST-02,31.8,12.03,0.1,continuous log
AST-02,32,11.94,0.1,continuous log
AST-02,32.2,11.85,0.1,continuous log
AST-02,32.4,11.76,0.1,continuous log
AST-02,32.6,11.66,0.1,continuous log
AST-02,32.8,11.57,0.1,continuous log
AST-02,33,11.48,0.1,continuous log
AST-02,33.2,11.38,0.1,continuous log
AST-02,33.4,11.29,0.1,continuous log
AST-02,33.6,11.28,0.1,continuous log
AST-02,33.8,11.28,0.1,continuous log
AST-02,34,11.29,0.1,continuous log
AST-02,34.2,11.29,0.1,continuous log
AST-02,34.4,11.3,0.1,continuous log
AST-02,34.6,11.3,0.1,continuous log
AST-02,34.8,11.31,0.1,continuous log
AST-02,35,11.31,0.1,continuous log
AST-02,35.2,11.32,0.1,continuous log
AST-02,35.4,11.32,0.1,continuous log
AST-02,35.6,11.32,0.1,continuous log
AST-02,35.8,11.33,0.1,continuous log
AST-02,36,11.33,0.1,continuous log
AST-02,36.2,11.34,0.1,continuous log
AST-02,36.4,11.34,0.1,continuous log
AST-02,36.6,11.35,0.1,continuous log
AST-02,36.8,11.35,0.1,continuous log
AST-02,37,11.36,0.1,continuous log
AST-02,37.2,11.36,0.1,continuous log
AST-02,37.4,11.37,0.1,continuous log
AST-02,37.6,11.37,0.1,continuous log
AST-02,37.8,11.38,0.1,continuous log
AST-02,38,11.38,0.1,continuous log
AST-02,38.2,11.39,0.1,continuous log
AST-02,38.4,11.39,0.1,continuous log
AST-02,38.6,11.4,0.1,continuous log
AST-02,38.8,11.4,0.1,continuous log
AST-02,39,11.4,0.1,continuous log
AST-02,39.2,11.41,0.1,continuous log
AST-02,39.4,11.41,0.1,continuous log
AST-02,39.6,11.42,0.1,continuous log
AST-02,39.8,11.42,0.1,continuous log
AST-02,40,11.43,0.1,continuous log
AST-02,40.2,11.43,0.1,continuous log
AST-02,40.4,11.44,0.1,continuous log
AST-02,40.6,11.44,0.1,continuous log
AST-02,40.8,11.45,0.1,continuous log
AST-02,41,11.45,0.1,continuous log
AST-02,41.2,11.46,0.1,continuous log
AST-02,41.4,11.46,0.1,continuous log
AST-02,41.6,11.47,0.1,continuous log
AST-02,41.8,11.47,0.1,continuous log
AST-02,42,11.48,0.1,continuous log
AST-02,42.2,11.48,0.1,continuous log
AST-02,42.4,11.48,0.1,continuous log
AST-02,42.6,11.49,0.1,continuous log
AST-02,42.8,11.49,0.1,continuous log
AST-02,43,11.5,0.1,continuous log
AST-02,43.2,11.5,0.1,continuous log
AST-02,43.4,11.51,0.1,continuous log
AST-02,43.6,11.51,0.1,continuous log
AST-02,43.8,11.52,0.1,continuous log
AST-02,44,11.52,0.1,continuous log
AST-02,44.2,11.53,0.1,continuous log
AST-02,44.4,11.53,0.1,continuous log
AST-02,44.6,11.54,0.1,continuous log
AST-02,44.8,11.54,0.1,continuous log
AST-02,45,11.55,0.1,continuous log
AST-02,45.2,11.55,0.1,continuous log
AST-02,45.4,11.56,0.1,continuous log
AST-02,45.6,11.56,0.1,continuous log
AST-02,45.8,11.56,0.1,continuous log
AST-02,46,11.57,0.1,continuous log
AST-02,46.2,11.57,0.1,continuous log
AST-02,46.4,11.58,0.1,continuous log
AST-02,46.6,11.58,0.1,continuous log
AST-02,46.8,11.59,0.1,continuous log
AST-02,47,11.59,0.1,continuous log
AST-02,47.2,11.59,0.1,continuous log
AST-02,47.4,11.58,0.1,continuous log
AST-02,47.6,11.57,0.1,continuous log
AST-02,47.8,11.56,0.1,continuous log
AST-02,48,11.55,0.1,continuous log
AST-02,48.2,11.54,0.1,continuous log
AST-02,48.4,11.53,0.1,continuous log
AST-02,48.6,11.53,0.1,continuous log
AST-02,48.8,11.52,0.1,continuous log
AST-02,49,11.51,0.1,continuous log
AST-02,49.2,11.5,0.1,continuous log
AST-02,49.4,11.49,0.1,continuous log
AST-02,49.6,11.48,0.1,continuous log
AST-02,49.8,11.47,0.1,continuous log
AST-02,50,11.46,0.1,continuous log
AST-02,50.2,11.46,0.1,continuous log
AST-02,50.4,11.45,0.1,continuous log
AST-02,50.6,11.44,0.1,continuous log
AST-02,50.8,11.43,0.1,continuous log
AST-02,51,11.42,0.1,continuous log
AST-02,51.2,11.41,0.1,continuous log
AST-02,51.4,11.4,0.1,continuous log
AST-02,51.6,11.4,0.1,continuous log
AST-02,51.8,11.39,0.1,continuous log
AST-02,52,11.38,0.1,continuous log
AST-02,52.2,11.37,0.1,continuous log
AST-02,52.4,11.36,0.1,continuous log
AST-02,52.6,11.35,0.1,continuous log
AST-02,52.8,11.34,0.1,continuous log
AST-02,53,11.33,0.1,continuous log
AST-02,53.2,11.33,0.1,continuous log
AST-02,53.4,11.32,0.1,continuous log
AST-02,53.6,11.31,0.1,continuous log
AST-02,53.8,11.3,0.1,continuous log
AST-02,54,11.29,0.1,continuous log
AST-02,54.2,11.28,0.1,continuous log
AST-02,54.4,11.27,0.1,continuous log
AST-02,54.6,11.28,0.1,continuous log
AST-02,54.8,11.28,0.1,continuous log
AST-02,55,11.29,0.1,continuous log
AST-02,55.2,11.29,0.1,continuous log
AST-02,55.4,11.3,0.1,continuous log
AST-02,55.6,11.3,0.1,continuous log
AST-02,55.8,11.31,0.1,continuous log
AST-02,56,11.31,0.1,continuous log
AST-02,56.2,11.32,0.1,continuous log
AST-02,56.4,11.32,0.1,continuous log
AST-02,56.6,11.33,0.1,continuous log
AST-02,56.8,11.33,0.1,continuous log
AST-02,57,11.34,0.1,continuous log
AST-02,57.2,11.34,0.1,continuous log
AST-02,57.4,11.35,0.1,continuous log
AST-02,57.6,11.35,0.1,continuous log
AST-02,57.8,11.36,0.1,continuous log
AST-02,58,11.37,0.1,continuous log
AST-02,58.2,11.37,0.1,continuous log
AST-02,58.4,11.38,0.1,continuous log
AST-02,58.6,11.38,0.1,continuous log
AST-02,58.8,11.39,0.1,continuous log
AST-02,59,11.41,0.1,continuous log
AST-02,59.2,11.42,0.1,continuous log
AST-02,59.4,11.44,0.1,continuous log
AST-02,59.6,11.45,0.1,continuous log
AST-02,59.8,11.47,0.1,continuous log
AST-02,60,11.48,0.1,continuous log
AST-02,60.2,11.5,0.1,continuous log
AST-02,60.4,11.51,0.1,continuous log
AST-02,60.6,11.53,0.1,continuous log
AST-02,60.8,11.54,0.1,continuous log
AST-02,61,11.56,0.1,continuous log
AST-02,61.2,11.57,0.1,continuous log
AST-02,61.4,11.58,0.1,continuous log
AST-02,61.6,11.6,0.1,continuous log
AST-02,61.8,11.61,0.1,continuous log
AST-02,62,11.63,0.1,continuous log
AST-02,62.2,11.64,0.1,continuous log
AST-02,62.4,11.66,0.1,continuous log
AST-02,62.6,11.67,0.1,continuous log
AST-02,62.8,11.69,0.1,continuous log
AST-02,63,11.7,0.1,continuous log
AST-02,63.2,11.72,0.1,continuous log
AST-02,63.4,11.73,0.1,continuous log
AST-02,63.6,11.74,0.1,continuous log
AST-02,63.8,11.74,0.1,continuous log
AST-02,64,11.75,0.1,continuous log
AST-02,64.2,11.75,0.1,continuous log
AST-02,64.4,11.76,0.1,continuous log
AST-02,64.6,11.76,0.1,continuous log
AST-02,64.8,11.77,0.1,continuous log
AST-02,65,11.77,0.1,continuous log
AST-02,65.2,11.78,0.1,continuous log
AST-02,65.4,11.78,0.1,continuous log
AST-02,65.6,11.79,0.1,continuous log
AST-02,65.8,11.79,0.1,continuous log
AST-02,66,11.8,0.1,continuous log
AST-02,66.2,11.8,0.1,continuous log
AST-02,66.4,11.81,0.1,continuous log
AST-02,66.6,11.81,0.1,continuous log
AST-02,66.8,11.82,0.1,continuous log
AST-02,67,11.83,0.1,continuous log
AST-02,67.2,11.83,0.1,continuous log
AST-02,67.4,11.84,0.1,continuous log
AST-02,67.6,11.84,0.1,continuous log
AST-02,67.8,11.85,0.1,continuous log
AST-02,68,11.85,0.1,continuous log
AST-02,68.2,11.86,0.1,continuous log
AST-02,68.4,11.86,0.1,continuous log
AST-02,68.6,11.87,0.1,continuous log
AST-02,68.8,11.87,0.1,continuous log
AST-02,69,11.88,0.1,continuous log
AST-02,69.2,11.88,0.1,continuous log
AST-02,69.4,11.89,0.1,continuous log
AST-02,69.6,11.89,0.1,continuous log
AST-02,69.8,11.9,0.1,continuous log
AST-02,70,11.91,0.1,continuous log
AST-02,70.2,11.91,0.1,continuous log
AST-02,70.4,11.92,0.1,continuous log
AST-02,70.6,11.92,0.1,continuous log
AST-02,70.8,11.93,0.1,continuous log
AST-02,71,11.93,0.1,continuous log
AST-02,71.2,11.94,0.1,continuous log
AST-02,71.4,11.94,0.1,continuous log
AST-02,71.6,11.95,0.1,continuous log
AST-02,71.8,11.95,0.1,continuous log
AST-02,72,11.96,0.1,continuous log
AST-02,72.2,11.96,0.1,continuous log
AST-02,72.4,11.97,0.1,continuous log
AST-02,72.6,11.98,0.1,continuous log
AST-02,72.8,11.98,0.1,continuous log
AST-02,73,11.99,0.1,continuous log
AST-02,73.2,11.99,0.1,continuous log
AST-02,73.4,12,0.1,continuous log
AST-02,73.6,12,0.1,continuous log
AST-02,73.8,12.01,0.1,continuous log
AST-02,74,12.01,0.1,continuous log
AST-02,74.2,12.02,0.1,continuous log
AST-02,74.4,12.02,0.1,continuous log
AST-02,74.6,12.03,0.1,continuous log
AST-02,74.8,12.03,0.1,continuous log
AST-02,75,12.04,0.1,continuous log
AST-02,75.2,12.05,0.1,continuous log
AST-02,75.4,12.05,0.1,continuous log
AST-02,75.6,12.06,0.1,continuous log
AST-02,75.8,12.06,0.1,continuous log
AST-02,76,12.06,0.1,continuous log
AST-02,76.2,12.07,0.1,continuous log
AST-02,76.4,12.07,0.1,continuous log
AST-02,76.6,12.07,0.1,continuous log
AST-02,76.8,12.08,0.1,continuous log
AST-02,77,12.08,0.1,continuous log
AST-02,77.2,12.08,0.1,continuous log
AST-02,77.4,12.09,0.1,continuous log
AST-02,77.6,12.09,0.1,continuous log
AST-02,77.8,12.09,0.1,continuous log
AST-02,78,12.1,0.1,continuous log
AST-02,78.2,12.1,0.1,continuous log
AST-02,78.4,12.1,0.1,continuous log
AST-02,78.6,12.11,0.1,continuous log
AST-02,78.8,12.11,0.1,continuous log
AST-02,79,12.11,0.1,continuous log
AST-02,79.2,12.12,0.1,continuous log
AST-02,79.4,12.12,0.1,continuous log
AST-02,79.6,12.12,0.1,continuous log
AST-02,79.8,12.13,0.1,continuous log
AST-02,80,12.13,0.1,continuous log
AST-02,80.2,12.13,0.1,continuous log
AST-02,80.4,12.14,0.1,continuous log
AST-02,80.6,12.14,0.1,continuous log
AST-02,80.8,12.14,0.1,continuous log
AST-02,81,12.15,0.1,continuous log
AST-02,81.2,12.15,0.1,continuous log
AST-02,81.4,12.15,0.1,continuous log
AST-02,81.6,12.16,0.1,continuous log
AST-02,81.8,12.16,0.1,continuous log
AST-02,82,12.16,0.1,continuous log
AST-02,82.2,12.17,0.1,continuous log
AST-02,82.4,12.17,0.1,continuous log
AST-02,82.6,12.17,0.1,continuous log
AST-02,82.8,12.18,0.1,continuous log
AST-02,83,12.18,0.1,continuous log
AST-02,83.2,12.18,0.1,continuous log
AST-02,83.4,12.19,0.1,continuous log
AST-02,83.6,12.19,0.1,continuous log
AST-02,83.8,12.19,0.1,continuous log
AST-02,84,12.2,0.1,continuous log
AST-02,84.2,12.2,0.1,continuous log
AST-02,84.4,12.2,0.1,continuous log
AST-02,84.6,12.21,0.1,continuous log
AST-02,84.8,12.21,0.1,continuous log
AST-02,85,12.21,0.1,continuous log
AST-02,85.2,12.22,0.1,continuous log
AST-02,85.4,12.22,0.1,continuous log
AST-02,85.6,12.23,0.1,continuous log
AST-02,85.8,12.23,0.1,continuous log
AST-02,86,12.23,0.1,continuous log
AST-02,86.2,12.24,0.1,continuous log
AST-02,86.4,12.24,0.1,continuous log
AST-02,86.6,12.24,0.1,continuous log
AST-02,86.8,12.25,0.1,continuous log
AST-02,87,12.25,0.1,continuous log
AST-02,87.2,12.25,0.1,continuous log
AST-02,87.4,12.26,0.1,continuous log
AST-02,87.6,12.26,0.1,continuous log
AST-02,87.8,12.26,0.1,continuous log
AST-02,88,12.27,0.1,continuous log
AST-02,88.2,12.27,0.1,continuous log
AST-02,88.4,12.27,0.1,continuous log
AST-02,88.6,12.28,0.1,continuous log
AST-02,88.8,12.28,0.1,continuous log
AST-02,89,12.28,0.1,continuous log
AST-02,89.2,12.29,0.1,continuous log
AST-02,89.4,12.29,0.1,continuous log
AST-02,89.6,12.29,0.1,continuous log
AST-02,89.8,12.3,0.1,continuous log
AST-02,90,12.3,0.1,continuous log
AST-02,90.2,12.3,0.1,continuous log
AST-02,90.4,12.31,0.1,continuous log
AST-02,90.6,12.32,0.1,continuous log
AST-02,90.8,12.33,0.1,continuous log
AST-02,91,12.34,0.1,continuous log
AST-02,91.2,12.35,0.1,continuous log
AST-02,91.4,12.36,0.1,continuous log
AST-02,91.6,12.37,0.1,continuous log
AST-02,91.8,12.37,0.1,continuous log
AST-02,92,12.38,0.1,continuous log
AST-02,92.2,12.39,0.1,continuous log
AST-02,92.4,12.4,0.1,continuous log
AST-02,92.6,12.41,0.1,continuous log
AST-02,92.8,12.42,0.1,continuous log
AST-02,93,12.43,0.1,continuous log
AST-02,93.2,12.44,0.1,continuous log
AST-02,93.4,12.45,0.1,continuous log
AST-02,93.6,12.46,0.1,continuous log
AST-02,93.8,12.46,0.1,continuous log
AST-02,94,12.47,0.1,continuous log
AST-02,94.2,12.48,0.1,continuous log
AST-02,94.4,12.49,0.1,continuous log
AST-02,94.6,12.5,0.1,continuous log
AST-02,94.8,12.51,0.1,continuous log
AST-02,95,12.52,0.1,continuous log
AST-02,95.2,12.53,0.1,continuous log
AST-02,95.4,12.54,0.1,continuous log
AST-02,95.6,12.55,0.1,continuous log
AST-02,95.8,12.55,0.1,continuous log
AST-02,96,12.56,0.1,continuous log
AST-02,96.2,12.57,0.1,continuous log
AST-02,96.4,12.58,0.1,continuous log
AST-02,96.6,12.59,0.1,continuous log
AST-02,96.8,12.6,0.1,continuous log
AST-02,97,12.61,0.1,continuous log
AST-02,97.2,12.62,0.1,continuous log
AST-02,97.4,12.63,0.1,continuous log
AST-02,97.6,12.64,0.1,continuous log
AST-02,97.8,12.64,0.1,continuous log
AST-02,98,12.65,0.1,continuous log
AST-02,98.2,12.63,0.1,continuous log
AST-02,98.4,12.62,0.1,continuous log
AST-02,98.6,12.62,0.1,continuous log
AST-02,98.8,12.62,0.1,continuous log
AST-02,99,12.62,0.1,continuous log
AST-02,99.2,12.63,0.1,continuous log
AST-02,99.4,12.64,0.1,continuous log
AST-02,99.6,12.65,0.1,continuous log
AST-02,99.8,12.65,0.1,continuous log
AST-02,100,12.66,0.1,continuous log
AST-02,100.2,12.69,0.1,continuous log
AST-02,100.4,12.69,0.1,continuous log
AST-02,100.6,12.66,0.1,continuous log
AST-02,100.8,12.66,0.1,continuous log
AST-02,101,12.69,0.1,continuous log
AST-02,101.2,12.69,0.1,continuous log
AST-02,101.4,12.69,0.1,continuous log
AST-02,101.6,12.66,0.1,continuous log
AST-02,101.8,12.69,0.1,continuous log
AST-02,102,12.73,0.1,continuous log
AST-02,102.2,12.73,0.1,continuous log
AST-02,102.4,12.77,0.1,continuous log
AST-02,102.6,12.73,0.1,continuous log
AST-02,102.8,12.74,0.1,continuous log
AST-02,103,12.69,0.1,continuous log
AST-02,103.2,12.69,0.1,continuous log
AST-02,103.4,12.69,0.1,continuous log
AST-02,103.6,12.73,0.1,continuous log
AST-02,103.8,12.73,0.1,continuous log
AST-02,104,12.73,0.1,continuous log
AST-02,104.2,12.73,0.1,continuous log
AST-02,104.4,12.74,0.1,continuous log
AST-02,104.6,12.77,0.1,continuous log
AST-02,104.8,12.8,0.1,continuous log
AST-02,105,12.8,0.1,continuous log
AST-02,105.2,12.8,0.1,continuous log
AST-02,105.4,12.83,0.1,continuous log
AST-02,105.6,12.8,0.1,continuous log
AST-02,105.8,12.8,0.1,continuous log
AST-02,106,12.8,0.1,continuous log
AST-02,106.2,12.8,0.1,continuous log
AST-02,106.4,12.8,0.1,continuous log
AST-02,106.6,12.8,0.1,continuous log
AST-02,106.8,12.8,0.1,continuous log
AST-02,107,12.8,0.1,continuous log
AST-02,107.2,12.8,0.1,continuous log
AST-02,107.4,12.82,0.1,continuous log
AST-02,107.6,12.84,0.1,continuous log
AST-02,107.8,12.86,0.1,continuous log
AST-02,108,12.84,0.1,continuous log
AST-02,108.2,12.84,0.1,continuous log
AST-02,108.4,12.87,0.1,continuous log
AST-02,108.6,12.84,0.1,continuous log
AST-02,108.8,12.87,0.1,continuous log
AST-02,109,12.87,0.1,continuous log
AST-02,109.2,12.84,0.1,continuous log
AST-02,109.4,12.85,0.1,continuous log
AST-02,109.6,12.88,0.1,continuous log
AST-02,109.8,12.91,0.1,continuous log
AST-02,110,12.91,0.1,continuous log
AST-02,110.2,12.91,0.1,continuous log
AST-02,110.4,12.91,0.1,continuous log
AST-02,110.6,12.91,0.1,continuous log
AST-02,110.8,12.91,0.1,continuous log
AST-02,111,12.91,0.1,continuous log
AST-02,111.2,12.91,0.1,continuous log
AST-02,111.4,12.91,0.1,continuous log
AST-02,111.6,12.91,0.1,continuous log
AST-02,111.8,12.94,0.1,continuous log
AST-02,112,12.98,0.1,continuous log
AST-02,112.2,12.98,0.1,continuous log
AST-02,112.4,12.94,0.1,continuous log
AST-02,112.6,12.94,0.1,continuous log
AST-02,112.8,12.98,0.1,continuous log
AST-02,113,12.97,0.1,continuous log
AST-02,113.2,12.98,0.1,continuous log
AST-02,113.4,12.98,0.1,continuous log
AST-02,113.6,12.98,0.1,continuous log
AST-02,113.8,12.98,0.1,continuous log
AST-02,114,12.98,0.1,continuous log
AST-02,114.2,12.96,0.1,continuous log
AST-02,114.4,12.98,0.1,continuous log
AST-02,114.6,12.99,0.1,continuous log
AST-02,114.8,13,0.1,continuous log
AST-02,115,13.01,0.1,continuous log
AST-02,115.2,13.01,0.1,continuous log
AST-02,115.4,13.01,0.1,continuous log
AST-02,115.6,13.05,0.1,continuous log
AST-02,115.8,13.05,0.1,continuous log
AST-02,116,13.05,0.1,continuous log
AST-02,116.2,13.05,0.1,continuous log
AST-02,116.4,13.08,0.1,continuous log
AST-02,116.6,13.05,0.1,continuous log
AST-02,116.8,13.05,0.1,continuous log
AST-02,117,13.05,0.1,continuous log
AST-02,117.2,13.06,0.1,continuous log
AST-02,117.4,13.11,0.1,continuous log
AST-02,117.6,13.12,0.1,continuous log
AST-02,117.8,13.12,0.1,continuous log
AST-02,118,13.12,0.1,continuous log
AST-02,118.2,13.12,0.1,continuous log
AST-02,118.4,13.12,0.1,continuous log
AST-02,118.6,13.12,0.1,continuous log
AST-02,118.8,13.12,0.1,continuous log
AST-02,119,13.12,0.1,continuous log
AST-02,119.2,13.12,0.1,continuous log
AST-02,119.4,13.12,0.1,continuous log
AST-02,119.6,13.12,0.1,continuous log
AST-02,119.8,13.12,0.1,continuous log
AST-02,120,13.16,0.1,continuous log
AST-02,120.2,13.19,0.1,continuous log
AST-02,120.4,13.19,0.1,continuous log
AST-02,120.6,13.16,0.1,continuous log
AST-02,120.8,13.16,0.1,continuous log
AST-02,121,13.16,0.1,continuous log
AST-02,121.2,13.16,0.1,continuous log
AST-02,121.4,13.19,0.1,continuous log
AST-02,121.6,13.22,0.1,continuous log
AST-02,121.8,13.23,0.1,continuous log
AST-02,122,13.23,0.1,continuous log
AST-02,122.2,13.23,0.1,continuous log
AST-02,122.4,13.23,0.1,continuous log
AST-02,122.6,13.23,0.1,continuous log
AST-02,122.8,13.23,0.1,continuous log
AST-02,123,13.24,0.1,continuous log
AST-02,123.2,13.26,0.1,continuous log
AST-02,123.4,13.27,0.1,continuous log
AST-02,123.6,13.3,0.1,continuous log
AST-02,123.8,13.33,0.1,continuous log
AST-02,124,13.28,0.1,continuous log
AST-02,124.2,13.27,0.1,continuous log
AST-02,124.4,13.28,0.1,continuous log
AST-02,124.6,13.29,0.1,continuous log
AST-02,124.8,13.3,0.1,continuous log
AST-02,125,13.3,0.1,continuous log
AST-02,125.2,13.3,0.1,continuous log
AST-02,125.4,13.3,0.1,continuous log
AST-02,125.6,13.26,0.1,continuous log
AST-02,125.8,13.29,0.1,continuous log
AST-02,126,13.3,0.1,continuous log
AST-02,126.2,13.3,0.1,continuous log
AST-02,126.4,13.33,0.1,continuous log
AST-02,126.6,13.33,0.1,continuous log
AST-02,126.8,13.33,0.1,continuous log
AST-02,127,13.33,0.1,continuous log
AST-02,127.2,13.33,0.1,continuous log
AST-02,127.4,13.37,0.1,continuous log
AST-02,127.6,13.33,0.1,continuous log
AST-02,127.8,13.37,0.1,continuous log
AST-02,128,13.4,0.1,continuous log
AST-02,128.2,13.4,0.1,continuous log
AST-02,128.4,13.4,0.1,continuous log
AST-02,128.6,13.4,0.1,continuous log
AST-02,128.8,13.4,0.1,continuous log
AST-02,129,13.4,0.1,continuous log
AST-02,129.2,13.4,0.1,continuous log
AST-02,129.4,13.5,0.1,continuous log
AST-02,129.6,13.45,0.1,continuous log
AST-02,129.8,13.41,0.1,continuous log
AST-02,130,13.4,0.1,continuous log
AST-02,130.2,13.4,0.1,continuous log
AST-02,130.4,13.4,0.1,continuous log
AST-02,130.6,13.4,0.1,continuous log
